2.3264 2.1154 4.0500 12.8775 16.7850 14.3100 3.4450 26.1400 20.6500 87.0175 171.1025 191.7814 552.6006
261.0845 323.3159 332.6584 332.7784 337.7309 335.9209 1.9300 2.0750 2.0900 40.1075 33.7225 16.0724 2019.4862
13.9591 37.4168 35.4966 115.6600 105.5950 6.2700 4.7350 3.1050 40.1200 33.8600 80.4400 103.6279 580.2854
118.3549 117.0077 3.3550 52.1900 46.6800 3.0650 2.8050 2.3000 3.8250 123.9725 217.7275 237.8125 929.0951
261.4275 294.5486 292.2405 15.9500 18.8700 16.2850 1.6450 1.4350 7.4750 80.1050 203.9500 189.9170 1383.8486
10.0031 15.3006 15.7491 35.6625 31.2875 7.9550 5.5250 3.5700 2.7650 186.2600 231.2225 316.6337 861.9340
307.2818 0.0721 3.5900 26.7200 23.5200 2.2300 1.7450 5.1700 53.8925 119.4675 154.7225 196.2824 894.6938
249.7706 256.0987 253.3837 78.2075 69.0275 40.5075 31.3625 1.5350 191.8775 242.8925 283.4375 283.4970 1981.5976
311.1080 367.0968 361.6218 2.5300 4.0350 6.1350 2.7400 8.6300 47.4625 41.9175 41.0325 122.7623 1317.0714
149.6378 195.9317 192.3764 9.1400 8.9400 6.1950 2.9600 3.1550 37.0325 140.5300 263.8750 303.7551 1313.5285
343.6804 339.1225 0.7700 3.4650 2.9200 9.4200 1.9850 2.1950 1.3000 2.4900 157.5300 235.2375 1100.1153
286.9529 281.9584 1.4900 93.1150 84.7250 2.7300 0.2250 2.1200 55.1125 116.0450 160.5775 164.7947 1249.8461
184.8478 185.9144 219.5322 261.8872 254.5022 3.9100 1.5150 4.3050 6.7350 87.0675 166.8800 210.9250 1588.0212
204.8327 0.2100 60.7425 55.3575 2.8250 9.0250 1.7600 2.5200 3.5350 119.2100 365.8475 376.9225 1202.7877
418.2058 421.3513 578.8288 586.1363 583.4963 2.2700 4.0450 1.6000 11.1050 5.6650 34.9450 30.4109 2678.0596
1.5050 3.1807 1.2352 6.5500 5.1800 3.3050 6.2050 6.2600 11.9950 62.1650 148.1750 230.7888 486.5447
254.8478 251.0287 1.2050 12.2825 6.0375 3.0150 1.3500 2.2800 2.5750 7.9200 142.6500 177.2480 862.4396
191.1194 257.9247 260.9397 260.6397 6.7000 5.2950 1.7700 1.2100 7.3850 78.2225 109.7725 132.9334 1313.9119
130.2215 0.4918 2.9700 34.7425 27.8825 1.4650 3.7450 8.1200 5.2250 40.5950 75.1600 121.6840 452.3022
125.1101 150.1175 195.2733 190.1083 1.9200 1.6500 3.0400 9.3700 9.8400 5.0250 20.8675 54.2700 766.5916
97.4825 160.8400 175.3825 170.2875 4.9350 4.9900 1.3700 2.6650 6.0850 7.4850 27.8000 23.2777 682.6002
45.5900 44.2400 57.9800 90.0275 86.4475 7.8000 2.2750 1.0050 2.9150 7.6450 155.7775 273.1020 774.8045
349.7043 378.0396 418.0245 463.0270 453.6970 3.0600 1.8450 2.2250 6.1300 5.1600 28.8325 187.9421 2297.6870
178.1850 234.0612 242.7054 243.1454 12.3850 9.8450 2.2250 5.7450 27.0625 92.6875 267.1750 331.4296 1646.6516
348.9917 363.9866 394.1041 388.8641 3.1400 8.6500 2.6850 0.7650 6.6750 83.9050 94.2175 170.0125 1865.9966
168.0947 166.3457 2.5600 69.9300 63.1300 2.3900 0.8500 2.9000 9.5850 63.7425 221.3625 243.5634 1014.4537
306.6262 321.0803 488.0799 508.8399 523.7224 514.6474 1.7450 2.0800 4.4550 42.5500 123.9875 191.5200 3029.3334
414.6475 517.2400 538.5125 535.4325 4.9750 7.2800 7.1250 2.4150 5.7050 13.0850 184.4425 196.2800 2427.1400
225.7400 266.8600 272.4700 270.8300 3.8300 2.9700 0.4150 5.7650 4.5300 98.0675 86.8375 0.2300 1238.5450
96.7591 233.1794 244.8619 240.7269 9.0850 4.8100 2.6650 1.8250 2.3150 7.7250 102.2350 91.1900 1037.3772
0.4172 83.8850 79.1450 4.3650 4.8350 2.0500 1.9200 0.4250 10.4700 0.4700 69.8850 237.9277 495.7949
227.0631 226.0968 339.9646 332.2996 8.3800 2.4300 3.0200 3.9050 2.9800 64.8575 113.3975 107.3525 1431.7466
10.8817 79.5441 71.7991 47.3800 134.2675 118.1525 4.3650 2.8800 4.7600 7.0350 231.4975 308.4875 1021.0499
304.6800 304.9100 71.5725 63.9175 6.0300 5.7050 2.8450 8.8700 3.8750 88.4125 79.2575 274.6175 1214.6925
